id	text	user	offensive	abusive	target	source	user.description
1168074144346509312	"@SirJelle @BoudryPieter @cdenv @openvld @MR_officiel @Europarl_NL Die vertaling heb ik gekopieerd van een artikel uit de doorbraak. Je moet toch toegeven dat de media graag de woorden ""verwarde man"", ""jongeren"", of ""man met mentale problemen"" gebruikt na het pact. Zie ook https://t.co/qsHN24L2sU"	SecretzChannel	NOT	NOT		201909_full	Researcher -  Secrets about the Earth & Universe. Scientific studies. Analysis. Ancient Civilizations #geography #astronomy #science #skeptic
1002605150446514178	@Limburg_OM Bel maandag ff onze mediadesk voor wat namen van mensen waar wij wel eens mee werken!	POL_Draisma	NOT	NOT		201806_full	Hoofd Communicatie bij Politie Limburg. Tips voor de politie? Bel dan 0900-8844. Bij spoed, bel 112! Volg @POLLimburg voor nieuws.
1002596697221074944	Prediker vraagt geld voor nieuwe privéjet: God zegt dat ik hem nodig heb https://t.co/9kqGCz1R5F	KScheringa	NOT	NOT		201806_full	"Komt tijd, komt raad.
Soms word je gewoon kwaad."
665964988096491521	< Er zijn maar 2 maatregelen die Frankrijk kan en moet nemen om een volgende aanslag te voorkomen: grenzen sluiten en moslims terugsturen.	FopSchipper	OFFENSIVE	IMPLICIT	GROUP	author	
1002599478308884481	Onze nieuwe filmtips voor @NetflixNL https://t.co/3ZWQjL7yAV https://t.co/MmDsXRovT2	vprocinema	NOT	NOT		201806_full	Recensies, interviews, filmnieuws, films op tv, festivalverslagen en meer!
848285117021925378	Filmtip: Lion. Kijken mensen. https://t.co/xqWCME3Ee3	frankalberts	NOT	NOT		201704_full	Global Delivery Leader @IBM | PvdA fractievrztr @Purmerend | Astrofysicus | Boel bij elkaar houden | Thee drinken (als er geen koffie is) | Trust, but verify.
1266893961580478466	"@Wereldgozer @SchaapWakker @Cleo4410 @erikmouthaanRTL ""zielige links-rechts redeneren."" ""populistjes"" Best opmerkelijk dat jij in één tweet zelf zo ontstellend 'zielig links-rechts redeneert'. De zieligheidheid zit bij links, zo noemen zij zich ook, kijk maar naar de naam GroenLinks."	0987654321Id	OFFENSIVE	EXPLICIT	GROUP	author	
1123490883633127429	@mafchauffeur Zo ondankbaar 🤣	aaaicilef	NOT	NOT		201905_full	Haat haat. Lieft liefde. Familie van. Soms high heel, vaak Airmax, nooit Crocs. Modderfietst. Blond. BlonT. #HostileDwarf.
1266385113492992001	@_LaQuica Ben net begonnen het beste medicijn. inderdaad	VikingWicky	NOT	NOT		author	
1266264061445959680	@gekeiz @lewinskylou2 Heb je zo'n hekel aan Rob Jetten, dat je wilt dat ze hem van het dak af gooien? De PVV wil dat juist voorkomen.	kasleuk	OFFENSIVE	IMPLICIT	INDIVIDUAL	author	Anti hysterische socialistische idioten zoals D66, GL, PvdA.
1168077212068777985	De laatste Zomergast van het seizoen is een klepper van formaat: toneelregisseur Ivo van Hove. Humo-journalist Rudy Vandendaele sprak in 2016 met de veelvuldig gelauwerde regisseur. Lees hier het interview https://t.co/NzEAvorxTg https://t.co/weJrRqoet4	Humo	NOT	NOT		201909_full	Uw eiland in een zee van ellende. @humo ons! ☞ Facebook & Instagram: http://humo.be
1168073024261652481	@SamsungNL Gisteravond zowel ik als andere klant bijna tegelijk geen TV-ARC ondersteuning van onze Samsung/Harman soundbar. Beide een curved Samsung tv. Hadden jullie een storing/update?	divemaster1975	NOT	NOT		201909_full	Married, Enjoying life, PADI-Divemaster, Skoda-driver (lol), Photographer, Proud dad of Luuk and Lieke.
1266539860309020674	@Ankoenders65 Bel Ze ... Mail Ze ... Of Ga Erheen MAAR DOE IETS!!! 👊🏼😳 https://t.co/uRStUoCJ9s	zeg_maar_Niks	NOT	NOT		author	
1266802085967921152	@JJ_Almekinders Ze hadden de hele troep in een fuik moeten loodsen vastzetten en uitzetten .	Anna16486900	OFFENSIVE	IMPLICIT	GROUP	author	
1168071158928818176	"Grappig muziekje onder het filmpje
https://t.co/s3cphuIkKa"	gunternoa	NOT	NOT		201909_full	"Vader van 2 dochters ,samenwonend met Jannie,
freefight specialist, kickboxing, boxing,   fotografie,muziek,sport,natuur,       werkt met dementerende mensen"
1168080352927191040	"""God has made everything beautiful in it's time."" Ecc 3:11

Gelukkige Lentedag almal! Die is my gunsteling seisoen!

Hoop jy't n mooi en geseënde Sondag!

DANKIE vir almal wat my shows die naweek kom ondersteun het in Kimberley en Tekkiefees!

📸: Anthony Horak vir Get It Mag Pta https://t.co/Bnivty4ZEs"	WillemBotha	NOT	NOT		201909_full	"• 4de album SOEN & VERGEET is nou op iTunes!
• Kwêla Aanbieder • Sterlopers • Donkerland • Liefling • Tree Aan • Pretville
• SAMA, Fiesta, Ghoema & Naledi"
1168074090902642688	@JMDedecker @Knack De huidige minister van onderwijs, bakte er niets van. Hopelijk komt er u een nuchtere persoon. Een die geen rekening moet houden met zuilen van het onderwijs.	williamvercaute	NOT	NOT		201909_full	
1002603037406453765	@JohansVisie @fastmoving @NeuTimmerwerken @Carlholthausen @HansLak @WaterstofNet @TakkieWeer2 @arjandeputter @Ibis_Power @Max_Holthausen @Klimaatzuster 10MW continue of tegen capaciteitsfactor van 30%. 15 treinen met vol schema of 15 retourtjes Groningen - Leeuwarden?	advandermeer	NOT	NOT		201806_full	
848085589345746948	#nieuws Westbrook heeft nog twee 'triple-doubles' nodig voor stokoud NBA-record https://t.co/3VKsnUbCvO #nieuwstwitter	emmen_nt	NOT	NOT		201704_full	Volg al het nieuws uit Emmen via NieuwsTwitter.nl
838892897353224192	@sebastianxhes Je bent net zo erg aan het opgaan is je bekrompen wereldbeeld als Hitler deed lol	M1RKQ	OFFENSIVE	IMPLICIT	INDIVIDUAL	2017-03-07_2017-03-17_dutchparliamentelections.out	27-2-2017 💘 @y00ngiful
1267730744857812993	@frankwijn1 Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.	MackAttackXRP	OFFENSIVE	IMPLICIT	INDIVIDUAL	author	
1168078050925391872	"@jaspervankuijk @toosderijk Je zet het geluid van je muziek zachter zodat je alles goed kunt horen?

Nee, ik weet het niet. Maar ik vermoed oogcontact maken en begrijpend knikken helpt. Als dat niet werkt, geef advies. 'Je verdient beter en je moet hem gewoon negeren' werkt in 90% van de gevallen."	BosEmmeke	NOT	NOT		201909_full	Aardwetenschapster met een wetenschapscommunicatiespecialisatie. Overgestapt van stenen likken naar stukjes tikken. Redacteur bij @QuestNL
1168083935127097344	@stevestiffel Niet over nagedacht , dus ik heb net als die vrouwen dezelfde cyclus?	AntonCombe	NOT	NOT		201909_full	Ik ben anton combe en mijn hobby is schrijven. Zo schrijf ik ook verhalen van 200 woorden en die wil ik op de tweet gooien, lees het!
1266325903795204096	De man die onze regering adviseert mbt Covid19. Die Roche en DSM koppelde en nu sinds maart 2e man is bij de VN!	DeRedacteur_	NOT	NOT		author	Fuck Censuur! Mijn Bitchute: https://www.bitchute.com/channel/deredacteur_/
1002558176766713856	@Aldusgeeraets En wist je dat de meest succesvolle mensen ter wereld vrijwel allemaal vroegtijdig van school zijn gegaan om te gaan werken..	Koentebrinke	NOT	NOT		201806_full	"""Het maakt me niet zoveel uit hoor, ik doe het wel op mijn manier"" - Web Developer in disguise"
1123489370420514818	Zangeres Zonder Naam moet Leidse amateurs inspireren voor festival https://t.co/Ze757DU5gy https://t.co/9Q7avqj2eX	leidschdagblad	NOT	NOT		201905_full	Leidsch Dagblad: Nieuws uit Leiden, Duin en Bollen, Rijn en Veen, Alphen, Katwijk, Lisse, Oegstgeest, Voorschoten, Leiderdorp, Zoeterwoude, Hazerswoude e.o.
1168074260818083840	Dit is de top 10 duurste films aller tijden: https://t.co/fgmUfBkIR4 #top10 #durefilms #films #entertainment #leestip	Jeroen_Ensink	NOT	NOT		201909_full	@pliennieplien's sidekick l SEM l Accountmanager @EasyfairsNL l Sales l Online Marketing Specialist l Trotse papa l Reiziger l CEO of my own life l Boom Bap
1123484278208249856	@BrengOV Jup. De chauffeur zei zelfs dat hij eigenlijk op M moest staan maar dat dat niet gaat sinds de vakantiedienstregeling. ^NW	MrNowie	NOT	NOT		201905_full	Doet de sociale media en webcare voor @KeolisNED. Brengt teveel tijd door in het OV als ^NW. Autisme en 🏳️‍🌈. Twitteren doe ik op persoonlijke titel.
1168078632658591744	@zuster_bertha @MaartjeGoverde @Ariena_R @Zuster_Dre @katjavanessen @Siep31492611 @VenVN @FerencKoolen @NFU_kwaliteit @nvzziekenhuizen Als inservice en hbo en master opgeleide verpleegkundige ben ik niet voor beroepsdifferentiatie wel voor functiedifferentiatie met bijpassende FWG	corienhd	NOT	NOT		201909_full	Passie wijkverpleging & eHealth | Adviseur Beroepsontwikkeling Wijkverpleging @VenVN (#deleukstebaan!) | RN | BN | MSc | 🐷 49001519030
1266308090066087936	@Petergee1 Ik vind het feit dat jullie de domme uitspraken van 1 persoon erger vinden dan het feit dat uw vrienden dagelijks mensen richting VB jagen erger. Verkiezingsuitslag gemist op 26/5? Ik niet, en wat doet Groen en links : de mensen nog bozer maken. Dat vind ik veel erger.	MartineGoossen4	NOT	NOT		author	Klimaat-en geloofsrealist, pro vrije meningsuiting en een moderne, welvarende westerse samenleving waar men vrij kan zijn van religieuze waanzin.
1168073198681960448	via het FD: Zijn vrouwen soms te druk voor een mening? https://t.co/GxughfA4MH	Opiniestukken	NOT	NOT		201909_full	Alle toonaangevende opinies in één feed. Belgische opinies op @OpiniestukkenBE. Door @ArnoldVonkt. Schrijftips via:
1267286587303493633	@NOS Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD.	seamyer	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	Quantum Autist Online
1002608059259195392	Het zou PvdA-voorman @balstermartijn sieren als ie publiekelijk zijn excuses zou aanbieden voor zijn belachelijke coke-uitspraak tijdens debat #Duindorp! 😐 @Duindorponline https://t.co/FmNo9Koay4	ArjenDubbelaar	NOT	NOT		201806_full	Raadslid namens Groep de Mos / Hart voor Den Haag - Business Manager - Family man - Retired whizzkid - Fitness fanatic - Problem solver - Perfectionist
1002595642861064193	Het allerbeste gebouw van 2018, volgens de vakjury - die het eens is met het publiek... Cappuvino!	dvda050	NOT	NOT		201806_full	DAG 2018 staat in het teken van Liefde voor de stad. Dit jaar geen dag, maar twee weken lang! Van 15 mei t/m 1 juni.
1266270363513573381	@Donerd @LisanneHond @MrsGhasem @Navy_Lynx @JackMarsman De EU is 1 grote leugen machine die Dictatuur voorop heeft staan met leugens en bedrog. De enige die welvaart ondervinden zijn de multinationals, banken, verzekeraars en rijken.	Tormentor1e	OFFENSIVE	EXPLICIT	OTHER	author	
1168073491343532032	Het punt in dit filmpje is gewoon onzinnig. In principe is een master of drs. titel vereist, maar promotiereglementen bevatten een procedure die gevolgd kan worden om de raad van promoties een expliciete uitzondering te laten maken. Vergelijk toegang tot propedeuse zonder VWO.	reneewever	NOT	NOT		201909_full	professor @LiU_universitet, chair of Industrial Design Engineering | former @tudelft | editor @JDesignResearch | also @LiUdesign & @iapripackaging | RT=ReadThis
848282587793633280	200 mensen hebben dat dus gezien van mij kapot verschut.....😂	LiefsWhitney	NOT	NOT		201704_full	"""All the people who knock me down only inspire me to do better"" - Selena Gomez"
1002600871757303810	Trots op het @Compera 🏃‍♂️ team! Alweer de 3e keer dat wij ons hebben kunnen inzetten voor @krajiceknl! Bedankt @SAP_Nederland voor de organisatie van #RLNB18, dat ondanks de 🌨 weer een prachtige run was! #GeenKindBuitenspel https://t.co/dTMW0pwkXn	gerrydekker	NOT	NOT		201806_full	Trotse vader, culinair genieter, muziekliefhebber, hardloper @RunningCrew010, U2, Apple, Feyenoord, ASWH JO11-1 reporter, SAP Ariba Procurement Consultant
1168083168034983942	NIEUW! VANAVOND! WIN 10.000EURO met VRIJE VOORSPELLING op ANDERLECHT – S https://t.co/UMSMI13cnG  #standard #rouches #standardluik #liege	StandardluikRSS	NOT	NOT		201909_full	Alle #Standard berichten voor jou verzameld! | Tous les messages recueillis pour vous! | Royal Standard Club de Liège | #Rouches | #Liege #1love
1168084120494383104	Bezorger/Onderhoud en algemeen medewerker (10 – 20 uur) https://t.co/rpLDInwLju	010werk	NOT	NOT		201909_full	
1168072069260697600	@lquispel @Samira_Tarras Hahaha, alsof de niet-populisten altijd realiteitsgetrouw de cijfers weergeven? Ligt er net aan welke agenda ze verdedigen of aanvallen.	HenryHumphries	NOT	NOT		201909_full	Big fan of fight sports & beautiful ladies. I tweet a lot of bullshit, but I'm smarter than you might expect.
667092302599471104	@onzinvertellen na meermaals domvlaminkje, verwijzing naar werkloosheid & hangmat (lekker stereotiep van iemand links), etc #potverwijtketel	Jo_V_Limbergen	OFFENSIVE	EXPLICIT	INDIVIDUAL	2015-11-12_2015-11-22_parisattacks.out	
1168082432660258817	Omdat DOSKO 2 de eerste bekerronde is vrij geloot spelen de mannen vanmiddag om 13:30 uur vriendschappelijk tegen Rimboe 1 op sportpark Meilust.	2_dosko	NOT	NOT		201909_full	
1002610550126317568	@MatthyssensK Onzekerheid die de kop op steekt, don’t mind me darling	DeLaetAlicia	NOT	NOT		201806_full	My bio brings all the boys to the yard. Mijn gelul jaagt ze weer weg. Toegepaste Psychologie en 23 winters overleefd.
1064122508465643520	Gisteren kwamen twee bubbles met elkaar in aanraking tijdens de #Sinterklaasintocht. Vandaag zoeken ze beiden weer bevestiging van hun eigen gelijk in eigen kring. #triest #Sinterklaas	awolfard	NOT	NOT		2018-11-12_2018-11-22_zwartepiet.out	
848283557772570624	Haal hoogbegaafde kinderen nu eindelijk eens uit het verdomhoekje https://t.co/8TJ2nwT7rh via @trouw	rbstoll	NOT	NOT		201704_full	getrouwd, vader van Aurelia Floortje en Claudia Augusta, lezen, natuur, camping, politiek, economie, Lancia Spider en K, psychologie, hiq, geschiedenis, EV,
1002596244517212161	.. of via #openbadges &amp; #openrecognition... komende #oSoc18  zetten we stappen naar een betere erkenning van talenten &amp; competenties via 2 #openbadges projecten met partners @vdab_be , @Poolstok_ , @TheLearningHubB , @cognizone,  @GerardPruim &amp; @ArteveldehsGent https://t.co/UHH5fYm5qa	jeborsel	NOT	NOT		201806_full	Psychometrician & enthusiastic R-user. Board member of @OpenKnowledgeBE Ambassador of @OpenRecognition , @OpenBadges & @BasicIncomeTech. Civil servant.
1123489208298082310	@Peetjuhh83 Hi Petra, deze fiets is uitverkocht bij onze leverancier. Mocht het een optie zijn, kan je hem ophalen in een bouwmarkt met voorraad. Vanaf Uithoorn gezien is Zoetermeer de eerste bouwmarkt die er 2 heeft. Ik kan hem voor je reserveren, als je dat wilt :) ^Ralph	gammanl	NOT	NOT		201905_full	Nieuws, aanbiedingen, klustips én inspiratie om doe-het-zelven nóg makkelijker te maken. Webcare is actief ma-vrij 9:00-21:00, za 9:00-17:00 en zo 12:00-17:00
1168072776659492864	@koopman_peter @Zuster_Dre @MaartjeGoverde @katjavanessen @Siep31492611 @corienhd @VenVN @FerencKoolen @NFU_kwaliteit @nvzziekenhuizen Nog beter om te onthouden dat V&amp;VN heeft ingestemd met wetsvoorstel BIG-2.	zuster_bertha	NOT	NOT		201909_full	verpleegkundige
1002603421411762177	@GreenCapital18 @cappello_nl @HarrietTiemens Mooi wat kost ie 🤗	BoogersC	NOT	NOT		201806_full	Informatiemanagement | Ontwikkeling | Leren | 024 | Regionaal | Inwoner | Inspiratie | Verwonderen | Verbinden
1002551585879322624	Kijk nou. Ik zit gewoon in deze film! ☺️ https://t.co/TVJo3jI0JI	TeunKuilboer	NOT	NOT		201806_full	Amsterdam, Acteur, Contact: Nathan Moszkowicz. T: + 31 6 11 516 179 E: nathan@namam.nl
848283479775248385	@MStiggelbout @RenataFCG Die mensen hou je er altijd bij al ben ik van mening dat die op de tribune plaats moet nemen en andere spelers die blijven kansen moet geven	renevbaaren	NOT	NOT		201704_full	FC-UTREG fan #RedWhiteArmy #BUNNIKSIDE...trotse vader van @KevinvBaaren90 en @brianfcu .... the Netherlands..and loving SCUBAdiving.http://betaalbaarduiken.nl.
1002605600541495297	@MSaiah94 Ik vraag me wel af hoe dat moet met studentensport. Deze faciliteiten en  verenigingen worden vaak door Uni en Hogeschool bekostigd. Mbo-scholen doen daar niet aan mee, i.e. verenigingen krijgen geen geld voor mbo-ers. Hoe moet die toegang geregeld worden nu?	StefanLipman	NOT	NOT		201806_full	PhD candidate @  Erasmus University Rotterdam ~ (undercover) Psychologist ~ Behavioural & Health Economics
1002610409831051264	@NederlandWWE @enews @JohnCena @BellaTwins Vast wel 😀	HarmsenRegina	NOT	NOT		201806_full	Big WWE fan ♡  Play WoW and love Westlife ♡ Sims♡
1002553996274470912	Ondertussen zijn er gewoon al 5172 mensen op zoek naar BTS tickets voor Amsterdam op ticket swap	HANMVBTS	NOT	NOT		201806_full	FAN ACCOUNT | YOONGI BIASED | ARMY SINCE 2013 | KPOPBLOG: http://tumblr.com/blog/han-mv
1168078633493118976	@DanielvdLeeuwen @NOS Blanke mannen ook niet. Hooguit roze. Dus hou eens op met dat domme gelul	CHannin69370860	NOT	NOT		201909_full	❌❌❌(#WZAWZDB)   “De wereld is van ons allemaal”
848283168612507648	Burgerslachtoffers Mosoel: Groen wil Belgische betrokkenheid onderzoeken https://t.co/Q8C8NOrLif https://t.co/F6OnyWsdxt	Knack	NOT	NOT		201704_full	De hele dag nieuws op de officiële twitteraccount van Knack.be
1266677447652712450	@DezeStijn @RuttenGwendolyn @fien_knockaert Serieus? Wat een woord alleen al. Als je ruzie zoekt met dat soort mensen dan kan je dat verwachten.	MartineGoossen4	NOT	NOT		author	
1123490935881465862	@1DeliciousVinyl Ja ik had dit gewoon vannacht om 4.00 kunnen doen. Stom van me. Nou, bottoms (niet doordenken lieve kijkbuiskindertjes) up dan maar!	Beun_De_Haas	NOT	NOT		201905_full	Anno 1987. Mijn desinteresse is groter dan jouw gespeelde haat. Pastafarian. In het echt nóg minder grappig. Eigenaar van een zieke geest.
1123486957001113602	Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen https://t.co/gBcvVQt3dZ	dgdroosendaal	NOT	NOT		201905_full	"DGD administratie- en belastingadviseurs {#administratie - #belasting - #advies}
'de zakelijke dienstverleners, waar u echt wat aan heeft'"
1123488249232670720	Gemeente: optreden tegen permanente bewoning Warmondse Watertuin in drie jaar https://t.co/iz0emF3hH8 via @leidschdagblad	Piet_Heyn	NOT	NOT		201905_full	Uit de tijd van het #VrijeVolk en de #Waarheid, Recht door Zee en geen #zee te hoog🦈.® #Ervaringsdeskundige #Dutch #Patriot⚓️
1123494648561963008	@DnHellemonder @VTMNIEUWS Rarara 🇧🇪🇧🇪🇧🇪 je moet wel trots zijn op uw zuiderburen nu!	peatlover123	NOT	NOT		201905_full	
1168074237258502145	Zo onderweg naar Alphen!!	MarijeRyannex	NOT	NOT		201909_full	Mæy || Rynnn || 19 || Zangeres EGS Parodieën || Singer-songwriter || Studente AMP Muzikant/producer ||
1123493312659374082	@ton65jacobs @pasma_connie Je bent er. Nu weer met nieuwe ellende helaas.	hansnijhof	NOT	NOT		201905_full	leeft het leven als palliatief hedonist. danst een tango op leven met kanker. leven is eindig. ziek, geen patiënt. ex wethouder Utrechtse Heuvelrug.
1168083005925134336	"@PostNL goedemorgen,mijn pakket is al 2 dagen onderweg en de datum blijft op 31 augustus (gisteren) staan...erg vervelend en wil graag weten waar mijn pakket is.
Tracking code is 3SYRAV0900714"	Vanessa_Ising	NOT	NOT		201909_full	“Being fearless means busting down those walls of fear and being who you are, not who someone else thinks you are.” -@Mariska
1267497607749828608	@VVD Vandaag niet ingrijpen op de Dam maar morgen weer wel in het OV? Hoe hypocriet? #Corona	karinbreeuwer	OFFENSIVE	IMPLICIT	OTHER	2020-05-29_2020-06-08_blacklivesmatter.out	
1267726620061839361	@M42464145 @erikmouthaanRTL Jou mag ik M, ik denk namelijk precies zo. Deruit met dat vergif van de maatschappij en verplicht opsluiten met 6 afrikanen.	AalstV	OFFENSIVE	EXPLICIT	GROUP	author	
1002606042692440066	@LordJVY @Ticketmaster_NL Voor jou is het nutteloos Mr voor mij niet . En geld komt en gaat 🙂	sakur_jessy	NOT	NOT		201806_full	spicy noodles
1267519764378853387	#BlackLivesMatterNL gaat al bijna voorbij de 15.000 tweets. Dat zijn er heel wat. Het resoneert dus in Nederland. En men weet heus wel dat het ook over anti zwart racisme en politiegeweld in Nederland gaat. Evenals etnisch profileren.	197winstonsmith	NOT	NOT		author	
1267148448232615941	@TellerOfWisdom @skaffy12 @NOS BLM zijn racisten! Dat is toch wel de laatste jaren pijnlijk duidelijk geworden.	RhwJansen	OFFENSIVE	EXPLICIT	GROUP	author	
1123493638582034433	@Woningnieuws Kwantificeren is overschat. :) Je kan natuurlijk wel het aantal keer dat dit gebeurt tellen (en het is veel).	randymartens	NOT	NOT		201905_full	Klassieke sociaaldemocraat, doet iets met volkshuisvesting. Column RTLZ: https://www.rtlz.nl/randy-martens Podcast: #StudioTegengif (in alle apps te vinden
1002550998479593472	CuracaoNieuws | Chauffeurs moeten boete toch betalen https://t.co/NAgl5eVgvP https://t.co/NbwRUAdDQn	KKCuracao	NOT	NOT		201806_full	
848090767847563264	Nou meteen cameratoezicht beeld op twitter helpt misschien https://t.co/iDIC9CrPNl	Talens12	NOT	NOT		201704_full	
1168080900694917120	@willemdejager67 @MarcoVanBasten Ik niet, omdat heb niet realiseerbaar en dus niet realistisch is. Als je nu al uit een wedstrijd van 100 minuten(!) maar 51% echte voetbal haalt, hoelang moet dan een wedstrijd duren om wel aan die 100% te komen?In zijn theorie moet je alle stil lig tijd compenseren. Kan dus niet	ValentijnWest	NOT	NOT		201909_full	Als je je mening alleen van achter een anoniem account durft te doen, moet je misschien eens nadenken over die mening en wat hij dan eigenlijk waard is. ☺️
1123487487324762112	"Mannen en ook vrouwen denken 1x per uur aan sex volgens een onderzoek.
Klopt dat wel?"	ZwarteP04359450	NOT	NOT		201905_full	Kindervriend. Moedige metgezel van St Nicolaas. Verdediger van de Nederlandse taal en cultuur.
1123496530999115776	Meeloopstage Machine learning bij Nederlands Studiecentrum Criminaliteit en Rechtshandhaving (Amsterdam) https://t.co/fcbwMtU6JJ	FreshHeroes	NOT	NOT		201905_full	Stageplekken voor creatieve vogels. Dagelijks de meest verse stagevacatures.
